# Date,UT time,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
9/8/2020,3:50,288.58,90.28,1013.18,9.49,227.64,0.052119,0,0,0
9/8/2020,4:00,288.58,90.37,1013.12,9.6,227.96,0.050034,0,0,0
9/8/2020,4:10,288.59,90.45,1013.05,9.72,228.26,0.047949,0,0,0
9/8/2020,4:20,288.59,90.54,1012.99,9.83,228.56,0.045865,0,0,0
9/8/2020,4:30,288.6,90.62,1012.93,9.95,228.85,0.04378,0,0,0
9/8/2020,4:40,288.6,90.72,1012.86,10.02,229.17,0.041412,0,0,0.0351
9/8/2020,4:50,288.61,90.82,1012.78,10.06,229.52,0.03876,0,0,0.2685
9/8/2020,5:00,288.62,90.92,1012.7,10.1,229.86,0.036108,0,0,0.5809
9/8/2020,5:10,288.63,91.02,1012.63,10.13,230.2,0.033455,0,0,0.9504
9/8/2020,5:20,288.64,91.11,1012.55,10.17,230.54,0.030803,0,0,1.3765
9/8/2020,5:30,288.65,91.21,1012.47,10.21,230.88,0.028151,0,0,1.8584
9/8/2020,5:40,288.67,91.27,1012.41,10.24,231.29,0.026911,0,0,2.3884
9/8/2020,5:50,288.7,91.29,1012.36,10.25,231.78,0.027083,0,0,2.9619
9/8/2020,6:00,288.73,91.31,1012.32,10.26,232.26,0.027255,0,0,3.5833
9/8/2020,6:10,288.76,91.33,1012.27,10.28,232.75,0.027427,0,0,4.2514
9/8/2020,6:20,288.79,91.34,1012.22,10.3,233.23,0.027599,0,0,4.9644
9/8/2020,6:30,288.82,91.36,1012.18,10.31,233.71,0.027771,0,0,5.7204
9/8/2020,6:40,288.87,91.33,1012.15,10.3,234.46,0.027984,0,0,6.6754
9/8/2020,6:50,288.94,91.26,1012.15,10.27,235.47,0.028239,0,0,7.8639
9/8/2020,7:00,289.01,91.18,1012.16,10.24,236.49,0.028494,0,0,9.1367
9/8/2020,7:10,289.09,91.1,1012.16,10.21,237.52,0.028749,0,0,10.4897
9/8/2020,7:20,289.16,91.03,1012.16,10.18,238.55,0.029004,0,0,11.9184
9/8/2020,7:30,289.23,90.95,1012.16,10.16,239.58,0.029258,0,0,13.4181
9/8/2020,7:40,289.35,90.66,1012.17,10.14,240.87,0.028871,0,0,16.1319
9/8/2020,7:50,289.52,90.16,1012.19,10.12,242.41,0.027842,0,0,20.2128
9/8/2020,8:00,289.7,89.67,1012.21,10.1,243.95,0.026812,0,0,24.5504
9/8/2020,8:10,289.87,89.18,1012.22,10.09,245.5,0.025783,0,0,29.1267
9/8/2020,8:20,290.04,88.69,1012.24,10.09,247.05,0.024753,0,0,33.9229
9/8/2020,8:30,290.21,88.2,1012.26,10.1,248.6,0.023724,0,0,38.9193
9/8/2020,8:40,290.4,87.37,1012.29,10.06,250.66,0.022842,0,0,43.2834
9/8/2020,8:50,290.62,86.22,1012.33,9.98,253.27,0.022107,0,0,46.9256
9/8/2020,9:00,290.84,85.08,1012.38,9.92,255.91,0.021371,0,0,50.6198
9/8/2020,9:10,291.05,83.96,1012.42,9.88,258.58,0.020636,0,0,54.3514
9/8/2020,9:20,291.27,82.86,1012.47,9.86,261.27,0.019901,0,0,58.1058
9/8/2020,9:30,291.49,81.78,1012.51,9.87,263.96,0.019166,0,0,61.868
9/8/2020,9:40,291.69,80.52,1012.57,9.82,266.26,0.018388,0,0,65.5891
9/8/2020,9:50,291.87,79.09,1012.63,9.72,268.21,0.017567,0,0,69.2523
9/8/2020,10:00,292.05,77.69,1012.69,9.63,270.19,0.016747,0,0,72.8756
9/8/2020,10:10,292.23,76.31,1012.75,9.55,272.21,0.015926,0,0,76.4437
9/8/2020,10:20,292.41,74.95,1012.81,9.48,274.27,0.015106,0,0,79.9415
9/8/2020,10:30,292.59,73.62,1012.88,9.43,276.35,0.014285,0,0,83.3538
9/8/2020,10:40,292.73,72.37,1012.95,9.38,277.93,0.013017,0,0,85.9163
9/8/2020,10:50,292.82,71.22,1013.03,9.33,279.02,0.011301,0,0,87.604
9/8/2020,11:00,292.91,70.07,1013.11,9.28,280.12,0.009585,0,0,89.1545
9/8/2020,11:10,293,68.93,1013.19,9.24,281.24,0.007869,0,0,90.5607
9/8/2020,11:20,293.09,67.81,1013.27,9.2,282.36,0.006153,0,0,91.8157
9/8/2020,11:30,293.18,66.69,1013.36,9.16,283.49,0.004438,0,0,92.9131
9/8/2020,11:40,293.23,65.66,1013.45,9.14,284.37,0.003323,0,0,93.7139
9/8/2020,11:50,293.25,64.71,1013.55,9.15,284.99,0.00281,0,0,94.2144
9/8/2020,12:00,293.27,63.76,1013.66,9.15,285.62,0.002297,0,0,94.5439
9/8/2020,12:10,293.29,62.81,1013.76,9.15,286.24,0.001784,0,0,94.6985
9/8/2020,12:20,293.31,61.87,1013.87,9.16,286.87,0.001271,0,0,94.6748
9/8/2020,12:30,293.33,60.92,1013.97,9.16,287.49,0.000758,0,0,94.4697
9/8/2020,12:40,293.33,60.18,1014.07,9.16,287.94,0.000461,0,0,93.7283
9/8/2020,12:50,293.3,59.64,1014.15,9.16,288.21,0.000381,0,0,92.4654
9/8/2020,13:00,293.28,59.09,1014.24,9.16,288.49,0.000301,0,0,91.0403
9/8/2020,13:10,293.25,58.54,1014.33,9.15,288.77,0.000221,0,0,89.4546
9/8/2020,13:20,293.23,57.99,1014.42,9.15,289.05,0.000141,0,0,87.7107
9/8/2020,13:30,293.2,57.44,1014.5,9.15,289.32,0.000061,0,0,85.8111
9/8/2020,13:40,293.16,57.14,1014.58,9.13,289.45,0.000019,0,0,83.2482
9/8/2020,13:50,293.11,57.1,1014.63,9.09,289.42,0.000017,0,0,80.0696
9/8/2020,14:00,293.06,57.05,1014.69,9.04,289.4,0.000014,0,0,76.8082
9/8/2020,14:10,293,57.01,1014.74,9,289.37,0.000012,0,0,73.4725
9/8/2020,14:20,292.95,56.96,1014.8,8.96,289.35,0.000009,0,0,70.0708
9/8/2020,14:30,292.9,56.91,1014.86,8.92,289.32,0.000007,0,0,66.6117
9/8/2020,14:40,292.83,57.08,1014.91,8.85,289.21,0.000006,0,0,62.7903
9/8/2020,14:50,292.76,57.46,1014.96,8.75,289.02,0.000007,0,0,58.659
9/8/2020,15:00,292.69,57.84,1015.01,8.65,288.82,0.000009,0,0,54.5565
9/8/2020,15:10,292.62,58.22,1015.05,8.56,288.62,0.00001,0,0,50.4938
9/8/2020,15:20,292.55,58.61,1015.1,8.46,288.41,0.000011,0,0,46.4814
9/8/2020,15:30,292.47,59,1015.15,8.36,288.2,0.000012,0,0,42.5297
9/8/2020,15:40,292.39,59.59,1015.2,8.21,287.97,0.000016,0,0,38.8721
9/8/2020,15:50,292.29,60.38,1015.24,8.02,287.72,0.000023,0,0,35.4661
9/8/2020,16:00,292.19,61.17,1015.28,7.83,287.46,0.000029,0,0,32.0788
9/8/2020,16:10,292.09,61.98,1015.32,7.63,287.19,0.000036,0,0,28.7172
9/8/2020,16:20,291.99,62.79,1015.36,7.44,286.9,0.000042,0,0,25.3886
9/8/2020,16:30,291.9,63.61,1015.4,7.25,286.6,0.000049,0,0,22.0997
9/8/2020,16:40,291.77,64.59,1015.44,7.04,286.14,0.000065,0,0,18.509
9/8/2020,16:50,291.61,65.73,1015.5,6.8,285.51,0.000089,0,0,14.7891
9/8/2020,17:00,291.45,66.88,1015.56,6.57,284.84,0.000114,0,0,11.3514
9/8/2020,17:10,291.29,68.06,1015.61,6.34,284.12,0.000138,0,0,8.2022
9/8/2020,17:20,291.13,69.25,1015.67,6.11,283.34,0.000163,0,0,5.347
9/8/2020,17:30,290.98,70.46,1015.73,5.88,282.51,0.000187,0,0,2.7903
9/8/2020,17:40,290.85,71.52,1015.79,5.75,281.51,0.000202,0,0,0.5647
9/8/2020,17:50,290.74,72.42,1015.87,5.71,280.39,0.000206,0,0,0
9/8/2020,18:00,290.64,73.34,1015.94,5.68,279.26,0.000211,0,0,0
9/8/2020,18:10,290.54,74.26,1016.02,5.65,278.11,0.000215,0,0,0
9/8/2020,18:20,290.44,75.2,1016.09,5.62,276.95,0.000219,0,0,0
9/8/2020,18:30,290.34,76.14,1016.17,5.59,275.77,0.000224,0,0,0
9/8/2020,18:40,290.26,77,1016.23,5.59,274.65,0.000218,0,0,0
9/8/2020,18:50,290.19,77.77,1016.28,5.62,273.6,0.000203,0,0,0
9/8/2020,19:00,290.13,78.55,1016.33,5.65,272.56,0.000188,0,0,0
9/8/2020,19:10,290.06,79.33,1016.37,5.68,271.53,0.000173,0,0,0
9/8/2020,19:20,290,80.12,1016.42,5.72,270.51,0.000158,0,0,0
9/8/2020,19:30,289.93,80.92,1016.47,5.76,269.51,0.000143,0,0,0
9/8/2020,19:40,289.86,81.72,1016.51,5.8,268.62,0.000133,0,0,0
9/8/2020,19:50,289.78,82.52,1016.53,5.86,267.84,0.000129,0,0,0
9/8/2020,20:00,289.69,83.33,1016.56,5.91,267.07,0.000124,0,0,0
9/8/2020,20:10,289.61,84.15,1016.59,5.97,266.32,0.00012,0,0,0
9/8/2020,20:20,289.53,84.97,1016.62,6.02,265.58,0.000115,0,0,0
9/8/2020,20:30,289.45,85.8,1016.64,6.08,264.86,0.000111,0,0,0
9/8/2020,20:40,289.35,86.7,1016.67,6.1,264.04,0.000155,0,0,0
9/8/2020,20:50,289.23,87.65,1016.69,6.08,263.12,0.000246,0,0,0
9/8/2020,21:00,289.12,88.62,1016.71,6.07,262.18,0.000337,0,0,0
9/8/2020,21:10,289,89.6,1016.74,6.05,261.24,0.000429,0,0,0
9/8/2020,21:20,288.88,90.59,1016.76,6.04,260.3,0.00052,0,0,0
9/8/2020,21:30,288.77,91.59,1016.78,6.03,259.36,0.000611,0,0,0
9/8/2020,21:40,288.68,92.36,1016.79,6.03,258.66,0.000782,0,0,0
9/8/2020,21:50,288.61,92.89,1016.8,6.03,258.22,0.001031,0,0,0
9/8/2020,22:00,288.54,93.43,1016.8,6.03,257.78,0.001281,0,0,0
9/8/2020,22:10,288.48,93.98,1016.8,6.03,257.34,0.001531,0,0,0
9/8/2020,22:20,288.41,94.52,1016.8,6.04,256.9,0.00178,0,0,0
9/8/2020,22:30,288.35,95.07,1016.8,6.04,256.46,0.00203,0,0,0
9/8/2020,22:40,288.3,95.38,1016.79,6.05,256.27,0.002195,0,0,0
9/8/2020,22:50,288.28,95.45,1016.78,6.07,256.3,0.002277,0,0,0
9/8/2020,23:00,288.25,95.51,1016.77,6.08,256.34,0.002359,0,0,0
9/8/2020,23:10,288.23,95.58,1016.75,6.1,256.38,0.002441,0,0,0
9/8/2020,23:20,288.21,95.65,1016.74,6.12,256.42,0.002523,0,0,0
9/8/2020,23:30,288.18,95.71,1016.73,6.13,256.46,0.002604,0,0,0
9/8/2020,23:40,288.17,95.69,1016.7,6.14,256.44,0.002628,0,0,0
9/8/2020,23:50,288.16,95.57,1016.66,6.15,256.37,0.002592,0,0,0
9/8/2020,24:00:00,288.15,95.45,1016.62,6.15,256.3,0.002556,0,0,0
9/9/2020,0:10,288.15,95.33,1016.58,6.15,256.23,0.00252,0,0,0
9/9/2020,0:20,288.14,95.22,1016.53,6.16,256.15,0.002485,0,0,0
9/9/2020,0:30,288.14,95.1,1016.49,6.16,256.08,0.002449,0,0,0
9/9/2020,0:40,288.15,94.82,1016.44,6.19,255.99,0.002606,0,0,0
9/9/2020,0:50,288.18,94.38,1016.38,6.23,255.87,0.002957,0,0,0
9/9/2020,1:00,288.21,93.94,1016.32,6.28,255.76,0.003307,0,0,0
9/9/2020,1:10,288.24,93.51,1016.26,6.32,255.65,0.003658,0,0,0
9/9/2020,1:20,288.28,93.07,1016.2,6.36,255.54,0.004008,0,0,0
9/9/2020,1:30,288.31,92.64,1016.14,6.41,255.43,0.004358,0,0,0
9/9/2020,1:40,288.34,92.15,1016.07,6.45,255.22,0.004744,0,0,0
9/9/2020,1:50,288.39,91.61,1016.01,6.47,254.92,0.005164,0,0,0
9/9/2020,2:00,288.43,91.07,1015.94,6.5,254.63,0.005584,0,0,0
9/9/2020,2:10,288.47,90.54,1015.87,6.53,254.33,0.006004,0,0,0
9/9/2020,2:20,288.51,90,1015.81,6.55,254.04,0.006424,0,0,0
9/9/2020,2:30,288.56,89.47,1015.74,6.58,253.75,0.006844,0,0,0
9/9/2020,2:40,288.58,89.1,1015.66,6.58,253.3,0.006817,0,0,0
9/9/2020,2:50,288.6,88.89,1015.57,6.56,252.69,0.006342,0,0,0
9/9/2020,3:00,288.61,88.69,1015.48,6.54,252.07,0.005867,0,0,0
9/9/2020,3:10,288.62,88.48,1015.38,6.51,251.44,0.005391,0,0,0
9/9/2020,3:20,288.64,88.28,1015.29,6.49,250.81,0.004916,0,0,0
9/9/2020,3:30,288.65,88.07,1015.2,6.47,250.18,0.004441,0,0,0
9/9/2020,3:40,288.66,88.03,1015.1,6.45,249.16,0.004075,0,0,0
9/9/2020,3:50,288.66,88.16,1014.98,6.42,247.74,0.003818,0,0,0
9/9/2020,4:00,288.66,88.29,1014.87,6.4,246.3,0.003561,0,0,0
9/9/2020,4:10,288.66,88.42,1014.76,6.39,244.86,0.003304,0,0,0
9/9/2020,4:20,288.66,88.55,1014.64,6.38,243.42,0.003046,0,0,0
9/9/2020,4:30,288.66,88.68,1014.53,6.37,241.97,0.002789,0,0,0
9/9/2020,4:40,288.72,88.72,1014.41,6.4,240.31,0.002848,0,0,0.1164
9/9/2020,4:50,288.82,88.66,1014.29,6.49,238.48,0.003224,0,0,1.2684
9/9/2020,5:00,288.92,88.61,1014.17,6.58,236.69,0.003599,0,0,2.8813
9/9/2020,5:10,289.03,88.55,1014.05,6.68,234.96,0.003974,0,0,4.7602
9/9/2020,5:20,289.13,88.48,1013.93,6.78,233.28,0.00435,0,0,6.9027
9/9/2020,5:30,289.24,88.42,1013.81,6.89,231.65,0.004725,0,0,9.305
9/9/2020,5:40,289.36,88.41,1013.69,6.99,229.95,0.005067,0,0,11.6268
9/9/2020,5:50,289.5,88.45,1013.58,7.1,228.16,0.005375,0,0,13.6943
9/9/2020,6:00,289.65,88.48,1013.47,7.21,226.43,0.005684,0,0,15.7829
9/9/2020,6:10,289.79,88.51,1013.36,7.32,224.76,0.005992,0,0,17.8883
9/9/2020,6:20,289.93,88.52,1013.25,7.44,223.13,0.006301,0,0,20.0064
9/9/2020,6:30,290.08,88.54,1013.14,7.57,221.56,0.006609,0,0,22.1327
9/9/2020,6:40,290.22,88.43,1013.02,7.74,220.53,0.006859,0,0,24.3546
9/9/2020,6:50,290.37,88.21,1012.9,7.95,220,0.007049,0,0,26.6893
9/9/2020,7:00,290.52,87.98,1012.78,8.17,219.51,0.00724,0,0,29.0466
9/9/2020,7:10,290.67,87.75,1012.66,8.38,219.04,0.007431,0,0,31.421
9/9/2020,7:20,290.81,87.52,1012.54,8.59,218.59,0.007621,0,0,33.8066
9/9/2020,7:30,290.96,87.29,1012.42,8.81,218.17,0.007812,0,0,36.1977
9/9/2020,7:40,291.11,86.85,1012.3,9,218.3,0.008109,0,0,38.5351
9/9/2020,7:50,291.26,86.22,1012.18,9.18,218.95,0.008512,0,0,40.8053
9/9/2020,8:00,291.41,85.59,1012.06,9.36,219.57,0.008915,0,0,43.0532
9/9/2020,8:10,291.56,84.96,1011.94,9.55,220.17,0.009318,0,0,45.273
9/9/2020,8:20,291.72,84.35,1011.82,9.73,220.75,0.009721,0,0,47.4592
9/9/2020,8:30,291.87,83.73,1011.7,9.91,221.31,0.010124,0,0,49.6057
9/9/2020,8:40,292,83.18,1011.59,10.05,221.94,0.01071,0,0,51.7318
9/9/2020,8:50,292.12,82.69,1011.48,10.14,222.64,0.01148,0,0,53.8336
9/9/2020,9:00,292.24,82.21,1011.38,10.23,223.32,0.01225,0,0,55.8814
9/9/2020,9:10,292.36,81.72,1011.27,10.33,224,0.01302,0,0,57.8691
9/9/2020,9:20,292.48,81.24,1011.16,10.43,224.66,0.01379,0,0,59.7908
9/9/2020,9:30,292.61,80.77,1011.05,10.52,225.31,0.01456,0,0,61.6409
9/9/2020,9:40,292.71,80.37,1010.94,10.6,225.99,0.015299,0,0,63.3363
9/9/2020,9:50,292.81,80.07,1010.83,10.66,226.71,0.016007,0,0,64.8679
9/9/2020,10:00,292.9,79.76,1010.72,10.72,227.42,0.016715,0,0,66.307
9/9/2020,10:10,292.99,79.45,1010.6,10.79,228.12,0.017423,0,0,67.6491
9/9/2020,10:20,293.09,79.15,1010.49,10.85,228.82,0.018131,0,0,68.8897
9/9/2020,10:30,293.18,78.85,1010.37,10.92,229.5,0.018839,0,0,70.0246
9/9/2020,10:40,293.27,78.58,1010.25,10.97,230.2,0.019908,0,0,70.6005
9/9/2020,10:50,293.34,78.36,1010.12,11.01,230.9,0.021338,0,0,70.608
9/9/2020,11:00,293.42,78.14,1009.99,11.05,231.6,0.022768,0,0,70.4944
9/9/2020,11:10,293.49,77.92,1009.86,11.09,232.29,0.024199,0,0,70.2609
9/9/2020,11:20,293.57,77.7,1009.73,11.13,232.98,0.025629,0,0,69.9087
9/9/2020,11:30,293.64,77.48,1009.6,11.17,233.66,0.02706,0,0,69.4395
9/9/2020,11:40,293.69,77.36,1009.47,11.2,234.37,0.032303,0,0,68.6485
9/9/2020,11:50,293.71,77.33,1009.33,11.21,235.12,0.04136,0,0,67.5413
9/9/2020,12:00,293.73,77.31,1009.19,11.22,235.86,0.050416,0,0,66.3298
9/9/2020,12:10,293.75,77.29,1009.05,11.23,236.61,0.059473,0,0,65.0185
9/9/2020,12:20,293.78,77.26,1008.91,11.25,237.35,0.068529,0,0,63.6121
9/9/2020,12:30,293.8,77.24,1008.77,11.27,238.09,0.077586,0,0,62.1155
9/9/2020,12:40,293.77,77.43,1008.65,11.2,239.2,0.087431,0,0,59.7347
9/9/2020,12:50,293.7,77.83,1008.56,11.06,240.72,0.098063,0,0,56.5151
9/9/2020,13:00,293.62,78.23,1008.46,10.93,242.27,0.108696,0,0,53.2803
9/9/2020,13:10,293.55,78.64,1008.37,10.8,243.86,0.119328,0,0,50.0435
9/9/2020,13:20,293.47,79.04,1008.27,10.69,245.49,0.129961,0,0,46.8173
9/9/2020,13:30,293.4,79.45,1008.18,10.58,247.15,0.140594,0,0,43.6144
9/9/2020,13:40,293.28,79.98,1008.11,10.41,249.21,0.143758,0,0,40.0053
9/9/2020,13:50,293.11,80.62,1008.06,10.17,251.71,0.139453,0,0,36.0413
9/9/2020,14:00,292.94,81.26,1008.02,9.96,254.33,0.135149,0,0,32.1928
9/9/2020,14:10,292.77,81.91,1007.97,9.78,257.06,0.130844,0,0,28.4752
9/9/2020,14:20,292.61,82.57,1007.93,9.61,259.88,0.12654,0,0,24.9034
9/9/2020,14:30,292.44,83.23,1007.88,9.47,262.8,0.122235,0,0,21.4917
9/9/2020,14:40,292.28,83.49,1007.88,9.35,265.56,0.11274,0,0,20.1467
9/9/2020,14:50,292.14,83.34,1007.91,9.26,268.16,0.098056,0,0,20.6099
9/9/2020,15:00,291.99,83.17,1007.94,9.18,270.8,0.083371,0,0,20.8958
9/9/2020,15:10,291.85,83,1007.97,9.12,273.48,0.068686,0,0,21
9/9/2020,15:20,291.7,82.82,1008,9.08,276.19,0.054001,0,0,20.9188
9/9/2020,15:30,291.56,82.63,1008.03,9.07,278.92,0.039317,0,0,20.6491
9/9/2020,15:40,291.42,82.08,1008.07,9.04,281.1,0.029503,0,0,20.6268
9/9/2020,15:50,291.28,81.14,1008.13,8.99,282.74,0.02456,0,0,20.7452
9/9/2020,16:00,291.14,80.18,1008.2,8.95,284.39,0.019617,0,0,20.5276
9/9/2020,16:10,291,79.2,1008.26,8.92,286.05,0.014674,0,0,19.9705
9/9/2020,16:20,290.86,78.2,1008.32,8.89,287.73,0.009731,0,0,19.0721
9/9/2020,16:30,290.72,77.17,1008.38,8.87,289.42,0.004788,0,0,17.8316
9/9/2020,16:40,290.56,76.3,1008.45,8.87,290.53,0.002142,0,0,15.538
9/9/2020,16:50,290.38,75.6,1008.53,8.87,291.07,0.001793,0,0,12.5515
9/9/2020,17:00,290.21,74.86,1008.62,8.87,291.62,0.001444,0,0,9.7081
9/9/2020,17:10,290.03,74.11,1008.7,8.88,292.16,0.001096,0,0,7.0131
9/9/2020,17:20,289.85,73.32,1008.78,8.88,292.7,0.000747,0,0,4.4715
9/9/2020,17:30,289.67,72.51,1008.86,8.89,293.24,0.000398,0,0,2.0875
9/9/2020,17:40,289.5,72.02,1008.95,8.9,293.55,0.00021,0,0,0.1912
9/9/2020,17:50,289.34,71.87,1009.05,8.92,293.63,0.000183,0,0,0
9/9/2020,18:00,289.18,71.71,1009.14,8.93,293.71,0.000156,0,0,0
9/9/2020,18:10,289.03,71.53,1009.24,8.95,293.79,0.000129,0,0,0
9/9/2020,18:20,288.87,71.35,1009.34,8.97,293.87,0.000102,0,0,0
9/9/2020,18:30,288.71,71.16,1009.43,8.99,293.95,0.000075,0,0,0
9/9/2020,18:40,288.57,71.22,1009.52,9,293.84,0.000075,0,0,0
9/9/2020,18:50,288.44,71.53,1009.59,9,293.56,0.000103,0,0,0
9/9/2020,19:00,288.3,71.85,1009.66,8.99,293.27,0.00013,0,0,0
9/9/2020,19:10,288.17,72.17,1009.74,8.99,292.99,0.000157,0,0,0
9/9/2020,19:20,288.04,72.48,1009.81,8.99,292.7,0.000184,0,0,0
9/9/2020,19:30,287.91,72.8,1009.88,8.99,292.42,0.000212,0,0,0
9/9/2020,19:40,287.79,73.28,1009.95,8.98,291.98,0.000244,0,0,0
9/9/2020,19:50,287.69,73.92,1010,8.95,291.38,0.000283,0,0,0
9/9/2020,20:00,287.59,74.57,1010.04,8.92,290.78,0.000321,0,0,0
9/9/2020,20:10,287.49,75.22,1010.09,8.9,290.18,0.000359,0,0,0
9/9/2020,20:20,287.39,75.88,1010.14,8.87,289.57,0.000397,0,0,0
9/9/2020,20:30,287.29,76.55,1010.19,8.85,288.96,0.000436,0,0,0
9/9/2020,20:40,287.2,77.18,1010.23,8.84,288.33,0.000479,0,0,0
9/9/2020,20:50,287.14,77.77,1010.27,8.84,287.68,0.000526,0,0,0
9/9/2020,21:00,287.08,78.36,1010.31,8.85,287.03,0.000574,0,0,0
9/9/2020,21:10,287.02,78.96,1010.35,8.85,286.38,0.000622,0,0,0
9/9/2020,21:20,286.96,79.56,1010.39,8.86,285.73,0.000669,0,0,0
9/9/2020,21:30,286.9,80.17,1010.43,8.87,285.08,0.000717,0,0,0
9/9/2020,21:40,286.85,80.61,1010.48,8.9,284.68,0.000772,0,0,0
9/9/2020,21:50,286.82,80.89,1010.54,8.97,284.52,0.000835,0,0,0
9/9/2020,22:00,286.8,81.16,1010.6,9.03,284.37,0.000898,0,0,0
9/9/2020,22:10,286.77,81.44,1010.65,9.1,284.22,0.00096,0,0,0
9/9/2020,22:20,286.74,81.72,1010.71,9.16,284.07,0.001023,0,0,0
9/9/2020,22:30,286.71,82,1010.77,9.22,283.92,0.001086,0,0,0
9/9/2020,22:40,286.69,82.19,1010.82,9.27,283.85,0.001097,0,0,0
9/9/2020,22:50,286.68,82.28,1010.87,9.29,283.85,0.001055,0,0,0
9/9/2020,23:00,286.67,82.38,1010.91,9.32,283.86,0.001014,0,0,0
9/9/2020,23:10,286.66,82.47,1010.96,9.34,283.86,0.000973,0,0,0
9/9/2020,23:20,286.65,82.57,1011,9.36,283.86,0.000931,0,0,0
9/9/2020,23:30,286.63,82.66,1011.04,9.39,283.87,0.00089,0,0,0
9/9/2020,23:40,286.62,82.69,1011.07,9.41,284.01,0.000937,0,0,0
9/9/2020,23:50,286.6,82.65,1011.07,9.42,284.3,0.001074,0,0,0
9/9/2020,24:00:00,286.58,82.61,1011.07,9.44,284.58,0.00121,0,0,0
9/10/2020,0:10,286.56,82.57,1011.08,9.45,284.86,0.001347,0,0,0
9/10/2020,0:20,286.55,82.52,1011.08,9.47,285.14,0.001483,0,0,0
9/10/2020,0:30,286.53,82.48,1011.09,9.48,285.43,0.001619,0,0,0
9/10/2020,0:40,286.5,82.33,1011.1,9.51,285.8,0.001653,0,0,0
9/10/2020,0:50,286.47,82.07,1011.13,9.55,286.28,0.001585,0,0,0
9/10/2020,1:00,286.44,81.81,1011.15,9.59,286.75,0.001516,0,0,0
9/10/2020,1:10,286.41,81.55,1011.18,9.63,287.21,0.001447,0,0,0
9/10/2020,1:20,286.38,81.29,1011.21,9.68,287.67,0.001378,0,0,0
9/10/2020,1:30,286.35,81.02,1011.23,9.72,288.13,0.00131,0,0,0
9/10/2020,1:40,286.31,80.79,1011.27,9.74,288.54,0.001267,0,0,0
9/10/2020,1:50,286.27,80.6,1011.32,9.75,288.92,0.001249,0,0,0
9/10/2020,2:00,286.23,80.4,1011.37,9.75,289.29,0.001231,0,0,0
9/10/2020,2:10,286.19,80.2,1011.42,9.76,289.66,0.001213,0,0,0
9/10/2020,2:20,286.14,80,1011.46,9.76,290.04,0.001196,0,0,0
9/10/2020,2:30,286.1,79.8,1011.51,9.77,290.41,0.001178,0,0,0
9/10/2020,2:40,286.06,79.73,1011.57,9.75,290.66,0.00109,0,0,0
9/10/2020,2:50,286.01,79.78,1011.63,9.71,290.8,0.000933,0,0,0
9/10/2020,3:00,285.96,79.84,1011.69,9.67,290.93,0.000775,0,0,0
9/10/2020,3:10,285.92,79.89,1011.75,9.63,291.07,0.000618,0,0,0
9/10/2020,3:20,285.87,79.94,1011.81,9.59,291.21,0.000461,0,0,0
9/10/2020,3:30,285.83,80,1011.87,9.55,291.34,0.000303,0,0,0
9/10/2020,3:40,285.79,80.07,1011.93,9.49,291.4,0.000216,0,0,0
9/10/2020,3:50,285.75,80.17,1011.99,9.43,291.38,0.000198,0,0,0
9/10/2020,4:00,285.71,80.27,1012.05,9.36,291.36,0.000181,0,0,0
9/10/2020,4:10,285.68,80.36,1012.11,9.29,291.34,0.000163,0,0,0
9/10/2020,4:20,285.64,80.46,1012.17,9.22,291.32,0.000145,0,0,0
9/10/2020,4:30,285.61,80.56,1012.23,9.16,291.3,0.000128,0,0,0
9/10/2020,4:40,285.61,80.46,1012.31,9.11,291.26,0.00012,0,0,0.0332
9/10/2020,4:50,285.64,80.16,1012.4,9.1,291.21,0.000121,0,0,1.1621
9/10/2020,5:00,285.68,79.86,1012.5,9.08,291.15,0.000123,0,0,3.1009
9/10/2020,5:10,285.72,79.57,1012.6,9.06,291.1,0.000124,0,0,5.4023
9/10/2020,5:20,285.76,79.27,1012.69,9.05,291.04,0.000125,0,0,8.0633
9/10/2020,5:30,285.8,78.98,1012.79,9.03,290.99,0.000127,0,0,11.0793
9/10/2020,5:40,285.88,78.38,1012.89,9.06,291.14,0.000131,0,0,14.3651
9/10/2020,5:50,286,77.48,1013,9.14,291.5,0.000136,0,0,17.8721
9/10/2020,6:00,286.12,76.59,1013.12,9.21,291.85,0.000142,0,0,21.6581
9/10/2020,6:10,286.24,75.7,1013.23,9.29,292.19,0.000148,0,0,25.7139
9/10/2020,6:20,286.37,74.83,1013.35,9.37,292.53,0.000154,0,0,30.0296
9/10/2020,6:30,286.49,73.97,1013.46,9.44,292.86,0.00016,0,0,34.594
9/10/2020,6:40,286.62,73.07,1013.57,9.47,293.25,0.00016,0,0,38.8398
9/10/2020,6:50,286.77,72.13,1013.68,9.45,293.7,0.000153,0,0,42.6208
9/10/2020,7:00,286.91,71.2,1013.79,9.43,294.14,0.000147,0,0,46.4385
9/10/2020,7:10,287.06,70.28,1013.9,9.41,294.59,0.00014,0,0,50.2837
9/10/2020,7:20,287.21,69.37,1014,9.4,295.04,0.000133,0,0,54.1471
9/10/2020,7:30,287.35,68.48,1014.11,9.38,295.5,0.000127,0,0,58.0191
9/10/2020,7:40,287.5,67.65,1014.2,9.32,295.69,0.000119,0,0,61.7022
9/10/2020,7:50,287.64,66.87,1014.27,9.23,295.62,0.000111,0,0,65.16
